#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.1031  -12.8828  -12.6497  -12.2559  -12.1269  -12.1103  -12.0331  -11.9831  -11.9775  -11.8846  -11.8695  -11.6986  -11.6925   -7.0654   -7.0373   -7.0226   -6.9852   -6.9551   -6.9356   -6.8851   -6.8462   -6.7114   -6.6430   -4.9391   -4.5899   -4.1598   -3.9002   -3.6359   -3.5507   -3.4756   -3.4396   -3.3101   -3.1440   -3.0462   -3.0047   -2.7915   -2.6869   -2.6452   -2.5135   -2.2261   -2.0575   -1.9716   -1.9206   -1.8285   -1.7418   -1.6089   -1.5648   -1.4716   -1.2488   -1.0838   -1.0217   -0.9770   -0.9570   -0.8578   -0.7076   -0.6975   -0.3987   -0.3293   -0.2915    0.4751    0.5496    0.6021    0.8986    1.6069    1.6738    1.7044    1.7658    1.8148    1.8692    3.2814    3.6513    4.1923    4.2041    4.9228    5.0901    5.1405    5.2551    5.4012    5.4501    5.6270    5.6660
  0.1134  -12.8793  -12.6462  -12.2542  -12.1312  -12.1112  -12.0311  -11.9840  -11.9781  -11.8890  -11.8708  -11.6995  -11.6931   -7.0658   -7.0380   -7.0225   -6.9855   -6.9558   -6.9347   -6.8850   -6.8462   -6.7114   -6.6426   -4.9343   -4.5857   -4.1601   -3.9002   -3.6424   -3.5488   -3.4804   -3.4378   -3.3042   -3.1435   -3.0455   -2.9983   -2.7824   -2.6861   -2.6336   -2.5166   -2.2235   -2.0548   -1.9594   -1.9083   -1.8304   -1.7439   -1.6146   -1.5620   -1.4712   -1.2502   -1.0887   -1.0198   -0.9853   -0.9620   -0.8554   -0.7220   -0.7050   -0.4090   -0.3466   -0.3013    0.4735    0.5504    0.6056    0.8940    1.6112    1.6681    1.7063    1.7630    1.8161    1.8703    3.2867    3.6664    4.1945    4.2229    4.9453    5.0755    5.1579    5.2639    5.4184    5.4429    5.6257    5.6577
  0.1237  -12.8755  -12.6424  -12.2523  -12.1358  -12.1122  -12.0289  -11.9850  -11.9788  -11.8939  -11.8721  -11.7005  -11.6937   -7.0662   -7.0388   -7.0224   -6.9859   -6.9564   -6.9339   -6.8850   -6.8463   -6.7115   -6.6421   -4.9290   -4.5812   -4.1606   -3.9002   -3.6489   -3.5469   -3.4849   -3.4359   -3.2982   -3.1428   -3.0445   -2.9917   -2.7728   -2.6856   -2.6208   -2.5198   -2.2208   -2.0513   -1.9468   -1.8955   -1.8325   -1.7463   -1.6204   -1.5591   -1.4710   -1.2518   -1.0942   -1.0208   -0.9930   -0.9656   -0.8531   -0.7377   -0.7131   -0.4197   -0.3642   -0.3117    0.4720    0.5512    0.6089    0.8891    1.6155    1.6621    1.7081    1.7606    1.8173    1.8714    3.2923    3.6820    4.1964    4.2433    4.9688    5.0602    5.1755    5.2736    5.4333    5.4382    5.6269    5.6491
  0.1340  -12.8714  -12.6383  -12.2503  -12.1408  -12.1132  -12.0265  -11.9862  -11.9795  -11.8992  -11.8734  -11.7017  -11.6943   -7.0666   -7.0396   -7.0223   -6.9862   -6.9571   -6.9329   -6.8850   -6.8464   -6.7115   -6.6416   -4.9232   -4.5763   -4.1611   -3.9002   -3.6555   -3.5452   -3.4891   -3.4340   -3.2920   -3.1420   -3.0429   -2.9849   -2.7628   -2.6853   -2.6067   -2.5232   -2.2181   -2.0472   -1.9341   -1.8824   -1.8348   -1.7488   -1.6262   -1.5561   -1.4710   -1.2534   -1.1002   -1.0263   -0.9986   -0.9671   -0.8512   -0.7544   -0.7216   -0.4306   -0.3817   -0.3227    0.4707    0.5521    0.6120    0.8837    1.6198    1.6561    1.7096    1.7587    1.8185    1.8724    3.2981    3.6980    4.1982    4.2649    4.9929    5.0446    5.1931    5.2846    5.4223    5.4596    5.6304    5.6403
  0.1444  -12.8669  -12.6338  -12.2482  -12.1461  -12.1143  -12.0240  -11.9874  -11.9803  -11.9049  -11.8749  -11.7030  -11.6949   -7.0670   -7.0404   -7.0221   -6.9866   -6.9577   -6.9320   -6.8850   -6.8465   -6.7116   -6.6411   -4.9171   -4.5711   -4.1616   -3.9003   -3.6620   -3.5437   -3.4927   -3.4321   -3.2856   -3.1411   -3.0409   -2.9780   -2.7527   -2.6852   -2.5916   -2.5266   -2.2155   -2.0425   -1.9217   -1.8691   -1.8372   -1.7514   -1.6319   -1.5530   -1.4712   -1.2555   -1.1066   -1.0361   -1.0025   -0.9666   -0.8499   -0.7720   -0.7305   -0.4416   -0.3990   -0.3341    0.4694    0.5531    0.6150    0.8779    1.6237    1.6505    1.7105    1.7574    1.8197    1.8734    3.3041    3.7142    4.1999    4.2876    5.0163    5.0299    5.2104    5.2966    5.4091    5.4835    5.6311    5.6369
  0.1547  -12.8622  -12.6291  -12.2459  -12.1518  -12.1154  -12.0213  -11.9887  -11.9812  -11.9109  -11.8764  -11.7044  -11.6956   -7.0675   -7.0413   -7.0220   -6.9870   -6.9584   -6.9309   -6.8851   -6.8465   -6.7117   -6.6405   -4.9106   -4.5655   -4.1622   -3.9004   -3.6684   -3.5427   -3.4956   -3.4302   -3.2791   -3.1402   -3.0383   -2.9707   -2.7425   -2.6851   -2.5756   -2.5301   -2.2127   -2.0373   -1.9099   -1.8561   -1.8392   -1.7539   -1.6373   -1.5499   -1.4716   -1.2581   -1.1137   -1.0482   -1.0058   -0.9642   -0.8496   -0.7901   -0.7395   -0.4527   -0.4157   -0.3459    0.4683    0.5541    0.6177    0.8718    1.6260    1.6464    1.7109    1.7568    1.8209    1.8745    3.3101    3.7304    4.2014    4.3113    5.0122    5.0430    5.2273    5.3095    5.3948    5.5095    5.6223    5.6522
  0.1650  -12.8572  -12.6241  -12.2435  -12.1579  -12.1166  -12.0185  -11.9901  -11.9820  -11.9172  -11.8779  -11.7060  -11.6962   -7.0680   -7.0422   -7.0219   -6.9874   -6.9590   -6.9299   -6.8852   -6.8466   -6.7118   -6.6400   -4.9037   -4.5595   -4.1629   -3.9005   -3.6746   -3.5422   -3.4976   -3.4283   -3.2725   -3.1393   -3.0350   -2.9631   -2.7329   -2.6846   -2.5590   -2.5334   -2.2100   -2.0318   -1.8993   -1.8468   -1.8376   -1.7560   -1.6420   -1.5469   -1.4719   -1.2614   -1.1212   -1.0615   -1.0091   -0.9606   -0.8510   -0.8079   -0.7483   -0.4637   -0.4316   -0.3581    0.4672    0.5551    0.6202    0.8652    1.6252    1.6452    1.7108    1.7567    1.8221    1.8755    3.3163    3.7463    4.2027    4.3357    4.9976    5.0667    5.2436    5.3225    5.3807    5.5374    5.6136    5.6746
  0.1753  -12.8519  -12.6187  -12.2410  -12.1642  -12.1177  -12.0154  -11.9917  -11.9829  -11.9239  -11.8795  -11.7077  -11.6969   -7.0685   -7.0431   -7.0217   -6.9879   -6.9596   -6.9288   -6.8853   -6.8466   -6.7119   -6.6394   -4.8964   -4.5533   -4.1637   -3.9006   -3.6807   -3.5423   -3.4985   -3.4264   -3.2657   -3.1384   -3.0310   -2.9552   -2.7244   -2.6832   -2.5428   -2.5358   -2.2072   -2.0260   -1.8905   -1.8471   -1.8269   -1.7573   -1.6457   -1.5440   -1.4723   -1.2657   -1.1294   -1.0755   -1.0121   -0.9564   -0.8560   -0.8237   -0.7565   -0.4745   -0.4468   -0.3706    0.4662    0.5562    0.6225    0.8584    1.6212    1.6473    1.7104    1.7572    1.8233    1.8765    3.3223    3.7617    4.2037    4.3608    4.9838    5.0899    5.2595    5.3315    5.3713    5.5664    5.6058    5.6703
  0.1856  -12.8462  -12.6131  -12.2384  -12.1709  -12.1190  -12.0123  -11.9933  -11.9838  -11.9310  -11.8812  -11.7095  -11.6976   -7.0690   -7.0440   -7.0216   -6.9883   -6.9602   -6.9277   -6.8855   -6.8466   -6.7121   -6.6389   -4.8888   -4.5468   -4.1645   -3.9008   -3.6866   -3.5431   -3.4984   -3.4244   -3.2589   -3.1376   -3.0264   -2.9468   -2.7182   -2.6799   -2.5407   -2.5236   -2.2042   -2.0202   -1.8842   -1.8495   -1.8154   -1.7567   -1.6481   -1.5414   -1.4724   -1.2711   -1.1381   -1.0896   -1.0146   -0.9522   -0.8666   -0.8351   -0.7639   -0.4851   -0.4609   -0.3833    0.4653    0.5572    0.6245    0.8511    1.6155    1.6507    1.7098    1.7581    1.8245    1.8775    3.3282    3.7765    4.2043    4.3864    4.9712    5.1121    5.2747    5.3275    5.3759    5.5897    5.6056    5.7118
  0.1959  -12.8404  -12.6072  -12.2356  -12.1779  -12.1202  -12.0090  -11.9951  -11.9848  -11.9383  -11.8828  -11.7114  -11.6984   -7.0696   -7.0449   -7.0215   -6.9888   -6.9607   -6.9267   -6.8856   -6.8467   -6.7123   -6.6383   -4.8809   -4.5399   -4.1654   -3.9009   -3.6923   -3.5445   -3.4972   -3.4224   -3.2518   -3.1368   -3.0209   -2.9380   -2.7151   -2.6739   -2.5435   -2.5064   -2.2010   -2.0147   -1.8808   -1.8523   -1.8063   -1.7528   -1.6488   -1.5391   -1.4722   -1.2778   -1.1475   -1.1038   -1.0167   -0.9491   -0.8814   -0.8428   -0.7700   -0.4953   -0.4741   -0.3962    0.4645    0.5583    0.6264    0.8436    1.6092    1.6545    1.7092    1.7593    1.8258    1.8786    3.3339    3.7904    4.2045    4.4123    4.9603    5.1330    5.2892    5.3144    5.3914    5.5875    5.6325    5.7351
  0.2062  -12.8342  -12.6010  -12.2328  -12.1851  -12.1215  -12.0056  -11.9969  -11.9858  -11.9459  -11.8845  -11.7135  -11.6991   -7.0701   -7.0459   -7.0213   -6.9892   -6.9612   -6.9256   -6.8859   -6.8467   -6.7126   -6.6377   -4.8727   -4.5328   -4.1664   -3.9011   -3.6977   -3.5464   -3.4950   -3.4204   -3.2447   -3.1360   -3.0147   -2.9288   -2.7149   -2.6655   -2.5460   -2.4894   -2.1975   -2.0095   -1.8802   -1.8557   -1.8009   -1.7445   -1.6475   -1.5374   -1.4715   -1.2859   -1.1574   -1.1177   -1.0182   -0.9486   -0.8959   -0.8494   -0.7747   -0.5050   -0.4862   -0.4093    0.4637    0.5594    0.6281    0.8358    1.6026    1.6581    1.7090    1.7606    1.8271    1.8797    3.3393    3.8034    4.2041    4.4383    4.9512    5.1524    5.2948    5.3075    5.4105    5.5821    5.6643    5.7517
  0.2165  -12.8278  -12.5946  -12.2300  -12.1925  -12.1228  -12.0022  -11.9988  -11.9867  -11.9538  -11.8863  -11.7158  -11.6998   -7.0707   -7.0468   -7.0212   -6.9897   -6.9616   -6.9245   -6.8861   -6.8467   -6.7129   -6.6371   -4.8642   -4.5255   -4.1675   -3.9014   -3.7030   -3.5486   -3.4919   -3.4182   -3.2375   -3.1354   -3.0078   -2.9192   -2.7168   -2.6557   -2.5481   -2.4729   -2.1937   -2.0051   -1.8822   -1.8602   -1.7987   -1.7320   -1.6444   -1.5362   -1.4703   -1.2952   -1.1679   -1.1313   -1.0194   -0.9532   -0.9062   -0.8556   -0.7781   -0.5144   -0.4972   -0.4225    0.4629    0.5604    0.6296    0.8277    1.5960    1.6611    1.7092    1.7620    1.8283    1.8809    3.3443    3.8153    4.2032    4.4643    4.9442    5.1702    5.2807    5.3199    5.4306    5.5781    5.6963    5.7741
  0.2269  -12.8211  -12.5879  -12.2273  -12.1999  -12.1241  -12.0012  -11.9984  -11.9877  -11.9618  -11.8880  -11.7182  -11.7006   -7.0713   -7.0478   -7.0211   -6.9902   -6.9620   -6.9234   -6.8863   -6.8467   -6.7132   -6.6365   -4.8555   -4.5180   -4.1686   -3.9016   -3.7080   -3.5510   -3.4881   -3.4158   -3.2301   -3.1348   -3.0001   -2.9091   -2.7200   -2.6453   -2.5496   -2.4573   -2.1894   -2.0017   -1.8863   -1.8660   -1.7981   -1.7170   -1.6394   -1.5356   -1.4684   -1.3058   -1.1789   -1.1445   -1.0210   -0.9632   -0.9113   -0.8609   -0.7805   -0.5234   -0.5069   -0.4357    0.4622    0.5614    0.6309    0.8195    1.5894    1.6636    1.7100    1.7634    1.8296    1.8821    3.3487    3.8261    4.2016    4.4902    4.9396    5.1864    5.2659    5.3337    5.4499    5.5769    5.7272    5.7902
  0.2372  -12.8142  -12.5809  -12.2251  -12.2070  -12.1254  -12.0033  -11.9950  -11.9887  -11.9699  -11.8897  -11.7207  -11.7014   -7.0719   -7.0487   -7.0209   -6.9906   -6.9624   -6.9224   -6.8865   -6.8468   -6.7136   -6.6359   -4.8465   -4.5103   -4.1699   -3.9018   -3.7129   -3.5535   -3.4836   -3.4133   -3.2227   -3.1343   -2.9916   -2.8986   -2.7243   -2.6349   -2.5502   -2.4429   -2.1846   -1.9995   -1.8922   -1.8733   -1.7978   -1.7007   -1.6328   -1.5357   -1.4658   -1.3174   -1.1905   -1.1570   -1.0239   -0.9751   -0.9149   -0.8638   -0.7822   -0.5323   -0.5153   -0.4489    0.4615    0.5624    0.6321    0.8110    1.5830    1.6653    1.7113    1.7650    1.8308    1.8834    3.3526    3.8357    4.1992    4.5157    4.9374    5.2009    5.2525    5.3474    5.4666    5.5799    5.7564    5.8186
  0.2475  -12.8070  -12.5737  -12.2252  -12.2119  -12.1267  -12.0056  -11.9922  -11.9897  -11.9775  -11.8914  -11.7233  -11.7021   -7.0725   -7.0496   -7.0208   -6.9911   -6.9627   -6.9214   -6.8868   -6.8468   -6.7140   -6.6354   -4.8373   -4.5024   -4.1712   -3.9020   -3.7176   -3.5560   -3.4786   -3.4105   -3.2151   -3.1339   -2.9825   -2.8879   -2.7293   -2.6251   -2.5496   -2.4301   -2.1794   -1.9987   -1.8997   -1.8820   -1.7969   -1.6842   -1.6249   -1.5365   -1.4626   -1.3296   -1.2026   -1.1689   -1.0295   -0.9849   -0.9200   -0.8632   -0.7837   -0.5411   -0.5223   -0.4621    0.4609    0.5634    0.6332    0.8024    1.5766    1.6664    1.7131    1.7668    1.8320    1.8848    3.3557    3.8440    4.1961    4.5406    4.9377    5.2137    5.2412    5.3609    5.4791    5.5883    5.7825    5.8279
  0.2578  -12.7996  -12.5663  -12.2299  -12.2123  -12.1280  -12.0080  -11.9929  -11.9907  -11.9816  -11.8932  -11.7260  -11.7029   -7.0731   -7.0506   -7.0207   -6.9915   -6.9630   -6.9204   -6.8870   -6.8468   -6.7145   -6.6348   -4.8280   -4.4944   -4.1726   -3.9023   -3.7220   -3.5585   -3.4729   -3.4075   -3.2074   -3.1335   -2.9727   -2.8768   -2.7349   -2.6163   -2.5475   -2.4191   -2.1738   -1.9996   -1.9086   -1.8915   -1.7951   -1.6682   -1.6158   -1.5379   -1.4590   -1.3420   -1.2151   -1.1800   -1.0384   -0.9907   -0.9273   -0.8593   -0.7852   -0.5499   -0.5280   -0.4751    0.4602    0.5642    0.6341    0.7936    1.5704    1.6668    1.7152    1.7688    1.8331    1.8862    3.3581    3.8513    4.1922    4.5649    4.9407    5.2224    5.2346    5.3741    5.4866    5.6023    5.7976    5.8012
  0.2681  -12.7920  -12.5587  -12.2375  -12.2100  -12.1293  -12.0105  -11.9996  -11.9918  -11.9798  -11.8949  -11.7289  -11.7037   -7.0736   -7.0515   -7.0206   -6.9919   -6.9632   -6.9194   -6.8872   -6.8468   -6.7151   -6.6342   -4.8186   -4.4863   -4.1740   -3.9025   -3.7263   -3.5609   -3.4666   -3.4041   -3.1996   -3.1331   -2.9623   -2.8654   -2.7411   -2.6090   -2.5435   -2.4101   -2.1681   -2.0023   -1.9184   -1.9016   -1.7923   -1.6535   -1.6055   -1.5398   -1.4553   -1.3542   -1.2280   -1.1900   -1.0492   -0.9934   -0.9362   -0.8529   -0.7868   -0.5585   -0.5326   -0.4878    0.4596    0.5650    0.6349    0.7849    1.5644    1.6668    1.7174    1.7710    1.8341    1.8877    3.3596    3.8575    4.1874    4.5883    4.9462    5.2208    5.2395    5.3872    5.4903    5.6201    5.7709    5.8031
  0.2784  -12.7842  -12.5508  -12.2460  -12.2068  -12.1305  -12.0133  -12.0082  -11.9928  -11.9761  -11.8965  -11.7319  -11.7045   -7.0742   -7.0524   -7.0204   -6.9923   -6.9634   -6.9185   -6.8874   -6.8469   -6.7156   -6.6336   -4.8090   -4.4782   -4.1756   -3.9026   -3.7305   -3.5633   -3.4598   -3.4003   -3.1917   -3.1328   -2.9514   -2.8539   -2.7477   -2.6034   -2.5373   -2.4033   -2.1627   -2.0070   -1.9287   -1.9118   -1.7885   -1.6410   -1.5938   -1.5420   -1.4520   -1.3655   -1.2410   -1.1988   -1.0602   -0.9947   -0.9457   -0.8449   -0.7889   -0.5668   -0.5366   -0.4999    0.4589    0.5657    0.6356    0.7761    1.5586    1.6664    1.7196    1.7736    1.8350    1.8892    3.3602    3.8627    4.1818    4.6107    4.9543    5.2170    5.2478    5.3999    5.4915    5.6388    5.7451    5.7970
  0.2887  -12.7762  -12.5428  -12.2550  -12.2033  -12.1318  -12.0181  -12.0154  -11.9938  -11.9720  -11.8982  -11.7351  -11.7052   -7.0748   -7.0533   -7.0203   -6.9927   -6.9636   -6.9176   -6.8876   -6.8469   -6.7162   -6.6330   -4.7994   -4.4700   -4.1772   -3.9028   -3.7344   -3.5655   -3.4526   -3.3961   -3.1838   -3.1324   -2.9401   -2.8423   -2.7547   -2.5993   -2.5293   -2.3988   -2.1581   -2.0136   -1.9392   -1.9213   -1.7839   -1.6312   -1.5811   -1.5445   -1.4498   -1.3749   -1.2537   -1.2064   -1.0705   -0.9957   -0.9552   -0.8358   -0.7913   -0.5747   -0.5409   -0.5106    0.4583    0.5663    0.6362    0.7673    1.5531    1.6656    1.7216    1.7766    1.8358    1.8907    3.3598    3.8672    4.1753    4.6319    4.9648    5.2155    5.2554    5.4122    5.4914    5.6527    5.7260    5.7870
  0.2990  -12.7680  -12.5346  -12.2642  -12.1996  -12.1330  -12.0273  -12.0185  -11.9948  -11.9677  -11.8998  -11.7383  -11.7060   -7.0753   -7.0541   -7.0202   -6.9931   -6.9637   -6.9167   -6.8878   -6.8469   -6.7168   -6.6325   -4.7898   -4.4619   -4.1788   -3.9029   -3.7382   -3.5677   -3.4449   -3.3914   -3.1759   -3.1319   -2.9284   -2.8305   -2.7621   -2.5964   -2.5197   -2.3966   -2.1551   -2.0220   -1.9503   -1.9290   -1.7790   -1.6241   -1.5681   -1.5470   -1.4489   -1.3818   -1.2656   -1.2126   -1.0795   -0.9975   -0.9640   -0.8261   -0.7943   -0.5822   -0.5468   -0.5186    0.4576    0.5668    0.6368    0.7587    1.5477    1.6647    1.7234    1.7799    1.8366    1.8922    3.3585    3.8710    4.1680    4.6518    4.9777    5.2166    5.2619    5.4240    5.4906    5.6515    5.7233    5.7753
